ID;Ladeeinrichtungs-ID;Betreiber;Anzeigename (Karte);Status;Art der Ladeeinrichtung;Anzahl Ladepunkte;Nennleistung Ladeeinrichtung [kW];Inbetriebnahmedatum;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Kreis/kreisfreie Stadt;Bundesland;Breitengrad;Längengrad;Standortbezeichnung;Informationen zum Parkraum;Bezahlsysteme;Öffnungszeiten;Öffnungszeiten: Wochentage;Öffnungszeiten: Tageszeiten;Steckertypen1;Nennleistung Stecker1;EVSE-ID1;Public Key1;Steckertypen2;Nennleistung Stecker2;EVSE-ID2;Public Key2;Steckertypen3;Nennleistung Stecker3;EVSE-ID3;Public Key3;Steckertypen4;Nennleistung Stecker4;EVSE-ID4;Public Key4;Steckertypen5;Nennleistung Stecker5;EVSE-ID5;Public Key5;Steckertypen6;Nennleistung Stecker6;EVSE-ID6;Public Key6;geopunkt
155;1068911;Schloss Steinburg Hotel und Weinrestaurant e.K.;;In Betrieb;Normalladeeinrichtung;4.0;44.0;01-01-16;Mittlerer Steinbergweg;100;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80647;9.914922;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22.0;;;AC Typ 2 Steckdose;22.0;;;;;;;;;;;49.80647, 9.914922
156;1074988;Evio Mobility GmbH;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-09;Beethovenstraße;3;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798022;9.946421;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.798022, 9.946421
157;1076884;Schloss Steinburg Hotel und Weinrestaurant e.K.;;In Betrieb;Normalladeeinrichtung;4.0;22.0;01-01-22;Reußenweg;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80647;9.914922;;Keine Beschränkung;"RFID-Karte;Onlinezahlungsverfahren";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22.0;;;AC Typ 2 Steckdose;22.0;;;;;;;;;;;49.80647, 9.914922
158;1077256;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-23;Schürerstr.;1;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797846;9.943919;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797846, 9.943919
159;1077259;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-09;Unterdürrbacher Str.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.808094;9.903596;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.808094, 9.903596
160;1077260;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-09;Unterdürrbacher Str.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.808094;9.903596;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.808094, 9.903596
161;1077261;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-09;Unterdürrbacher Str.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.808094;9.903596;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.808094, 9.903596
162;1077262;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-09;Unterdürrbacher Str.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.808094;9.903596;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.808094, 9.903596
163;1085007;Boris Goldberg;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-30;Albertsleitenweg;14;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.814854;9.920148;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.814854, 9.920148
164;1110111;Fink IT-Solutions GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-22;Schweinfurter Str.;9;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.799366;9.947243;;;;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.799366, 9.947243
165;1010641;SKZ - KTT GmbH;SKZ - KTT GmbH;In Betrieb;Normalladeeinrichtung;2.0;11.0;01-01-17;Frankfurter Str.;15;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.794175;9.915177;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04C9 6421 F618 894E AE31 C69C 9C44 5A99 FBE7 CEFA 01A7 10A9 0C6C 9931 476D DA6A 17E9 CA48 FF7D 971B 998A 2FE7 964D 45B5 9908 0FDE F0DF 1E22 DCBB B777 324A B89E 9D;AC Typ 2 Steckdose;11;;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0443 D55B C1BE F275 042A 4ED3 0DC4 DE7D F135 F4F1 BD3B 0ACB F0C5 F751 ED58 56DE 4B01 3D89 4E74 DFEE A138 9B54 8F49 3071 779C 5A6A 8907 117C 5CE6 C8CB BCD7 50A3 5E;;;;;;;;;;;;;;;;;49.794175, 9.915177
166;1031046;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-30;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797548;9.918745;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797548, 9.918745
167;1031047;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-30;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797548;9.918745;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797548, 9.918745
168;1031048;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Schnellladeeinrichtung;3.0;250.0;01-01-30;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797548;9.918745;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);250;;;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"32; 32";;;AC Typ 2 Steckdose;22.0;;;;;;;;;;;;;;;49.797548, 9.918745
169;1031166;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797548;9.918745;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.797548, 9.918745
170;1031167;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797548;9.918745;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.797548, 9.918745
171;1031168;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79924;9.926857;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.79924, 9.926857
172;1031169;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79924;9.926857;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.79924, 9.926857
173;1031170;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.799161;9.926876;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.799161, 9.926876
174;1031171;Fraunhofer-Gesellschaft e. V.;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-21;Neunerplatz;2;Fraunhofer ISC - Würzburg;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.799161;9.926876;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.799161, 9.926876
175;1040875;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-17;Nigglweg;5;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.794959;9.919393;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.794959, 9.919393
176;1040877;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-22;Frankfurter Straße;87;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79394;9.8936;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.79394, 9.8936
177;1040918;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-12;Frankfurterstraße;81;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.793995;9.897195;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.793995, 9.897195
178;1040947;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-09;Wredestraße;9;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.794795;9.911562;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.794795, 9.911562
179;1040951;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-09;Scherenbergstraße;7;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.793375;9.910401;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.793375, 9.910401
180;1047887;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-22;Weißenburgstraße;39;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797433;9.906879;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797433, 9.906879
181;1047888;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-22;Weißenburgstr.;39;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.797433;9.906879;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797433, 9.906879
182;1048138;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-04;Brunostr.;8;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.793259;9.908254;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.793259, 9.908254
183;1074987;Evio Mobility GmbH;;In Betrieb;Schnellladeeinrichtung;2.0;200.0;01-01-02;König-Heinrich-Straße;1;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.768223;9.935279;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Plug & Charge";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);200;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);200;;;;;;;;;;;;;;;;;;;49.768223, 9.935279
184;1077790;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-02;Georg-Eydel-Str.;17;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800979;9.917568;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.800979, 9.917568
185;1110274;Handwerkskammer für Unterfranken;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-02;Daimlerstraße;5;Einfahrt Bilungszentrum;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800493;9.909003;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.800493, 9.909003
186;1118108;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Mainaustr.;48;Fitnessstudioparkplatz;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79872;9.90079;LFW-LIS_Mainaustraße 48;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000008;unbekannt;;;;;;;;;;;;;;;;;;;;;49.79872, 9.90079
187;1118547;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Mainaustr.;48;Fitnessstudioparkplatz;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79872;9.90079;LFW-LIS_Mainaustraße 48;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000009;unbekannt;;;;;;;;;;;;;;;;;;;;;49.79872, 9.90079
188;1118548;SolarLoader+ GmbH;;In Betrieb;Schnellladeeinrichtung;2.0;50.0;01-01-29;Mainaustr.;48;Fitnessstudioparkplatz;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.79872;9.90079;LFW-LIS_Mainaustraße 48;Keine Beschränkung;"RFID-Karte;Kreditkarte (NFC);Kreditkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*SLP*E0000025;unbekannt;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*SLP*E0000026;unbekannt;;;;;;;;;;;;;;;;;49.79872, 9.90079
189;1120912;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;50.0;01-01-25;Höchberger Str.;28;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.792686;9.914924;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Sonstige;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;;;;;;;;;;;;;;;;;;;49.792686, 9.914924
190;1120913;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-25;Höchberger Str.;28;;97082;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.792686;9.914924;;Keine Beschränkung;"RFID-Karte;Sonstige;Onlinezahlungsverfahren;Kreditkarte (Lesegerät)";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.792686, 9.914924
191;1040866;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;33.0;01-01-19;Am Golfplatz;2;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.745207;9.938119;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.745207, 9.938119
192;1040884;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;;Straßburger Ring;0;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.750871;9.957922;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.750871, 9.957922
193;1040885;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;;Straßburger Ring;0;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.750871;9.957922;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.750871, 9.957922
194;1040887;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-06;Am Ostbahnhof;0;;97084;Würzburg-Heidingsfeld;Kreisfreie Stadt Würzburg;Bayern;49.761547;9.953635;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.761547, 9.953635
195;1040888;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-06;Am Ostbahnhof;0;;97084;Würzburg-Heidingsfeld;Kreisfreie Stadt Würzburg;Bayern;49.76154;9.953691;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.76154, 9.953691
196;1040927;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-19;Schleifenweg;9;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.722506;9.964818;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.722506, 9.964818
197;1071574;bikespeed GmbH;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Huberstr.;17;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.730247;9.964514;;;"Bargeld;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.730247, 9.964514
198;1071575;bikespeed GmbH;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Huberstr.;17;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.730193;9.96471;;;"Bargeld;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.730193, 9.96471
199;1077597;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-30;Seegartenweg;8;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.765163;9.950822;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.765163, 9.950822
200;1084227;Richter+Frenzel GmbH + Co. KG;;In Betrieb;Normalladeeinrichtung;4.0;44.0;;Leitenäckerweg;6;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.764372;9.937006;;Nur für Kunden/Besucher;"RFID-Karte;Onlinezahlungsverfahren";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11.0;;;AC Typ 2 Steckdose;11.0;;;;;;;;;;;49.764372, 9.937006
201;1085600;Fahrschule;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-18;Würzburger Str.;24;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791304;9.953355;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.791304, 9.953355
202;1087842;Stefan Schmitt;;In Betrieb;Normalladeeinrichtung;1.0;6.0;01-01-20;Am Baumland;11A;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.724489;9.966715;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;6;;;;;;;;;;;;;;;;;;;;;;;49.724489, 9.966715
203;1088456;Yakup Ok;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-21;Wacholderweg;10;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791304;9.953355;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.791304, 9.953355
204;1091152;Schaumstoffe Wilfried Wegerich Gmbh;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-30;Max Mengeringhausen Str;21;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.73041;9.95862;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.73041, 9.95862
205;1091153;Schaumstoffe Wilfried Wegerich Gmbh;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-30;Max Mengeringhausen Str;21;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.73028;9.95864;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.73028, 9.95864
206;1091154;Schaumstoffe Wilfried Wegerich Gmbh;;In Betrieb;Normalladeeinrichtung;4.0;11.0;01-01-30;Max Mengeringhausen Str;21;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.73028;9.95864;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11.0;;;AC Typ 2 Steckdose;11.0;;;;;;;;;;;49.73028, 9.95864
207;1106854;E.ON Drive GmbH;E.ON Drive GmbH;In Betrieb;Schnellladeeinrichtung;2.0;93.0;01-01-12;Raststätte Würzburg Nord;0;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.755926;9.959905;;;"Kreditkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;43;;;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"50; 50";;;;;;;;;;;;;;;;;;;49.755926, 9.959905
208;1106855;E.ON Drive GmbH;E.ON Drive GmbH;In Betrieb;Schnellladeeinrichtung;2.0;93.0;01-01-12;Raststätte Würzburg Süd;0;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.750879;9.963114;;;"Kreditkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;43;;;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"50; 50";;;;;;;;;;;;;;;;;;;49.750879, 9.963114
209;1118160;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Winterhäuser Str.;95;Fitnessstudioparkplatz;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.75557;9.97525;LFW-LIS_Winterhäuser Str.;Keine Beschränkung;"Kreditkarte (Lesegerät);RFID-Karte;Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;Plug & Charge;Kreditkarte (NFC)";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000004;unbekannt;;;;;;;;;;;;;;;;;;;;;49.75557, 9.97525
