ID;Ladeeinrichtungs-ID;Betreiber;Anzeigename (Karte);Status;Art der Ladeeinrichtung;Anzahl Ladepunkte;Nennleistung Ladeeinrichtung [kW];Inbetriebnahmedatum;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Kreis/kreisfreie Stadt;Bundesland;Breitengrad;Längengrad;Standortbezeichnung;Informationen zum Parkraum;Bezahlsysteme;Öffnungszeiten;Öffnungszeiten: Wochentage;Öffnungszeiten: Tageszeiten;Steckertypen1;Nennleistung Stecker1;EVSE-ID1;Public Key1;Steckertypen2;Nennleistung Stecker2;EVSE-ID2;Public Key2;Steckertypen3;Nennleistung Stecker3;EVSE-ID3;Public Key3;Steckertypen4;Nennleistung Stecker4;EVSE-ID4;Public Key4;Steckertypen5;Nennleistung Stecker5;EVSE-ID5;Public Key5;Steckertypen6;Nennleistung Stecker6;EVSE-ID6;Public Key6;geopunkt
254;1040798;ÜZ Mainfranken eG;ÜZ Mainfranken eG;In Betrieb;Normalladeeinrichtung;2.0;30.0;01-01-10;Einsiedel;1;;97222;Rimpar;Landkreis Würzburg;Bayern;49.8999;9.9599;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.8999, 9.9599
255;1040858;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;33.0;01-01-23;Hofstraße;6;;97222;Rimpar;Landkreis Würzburg;Bayern;49.856443;9.957552;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.856443, 9.957552
256;1088430;Wolfgang Greubel;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-21;Am Schleifweg;5;;97222;Rimpar;Landkreis Würzburg;Bayern;49.856182;9.960477;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.856182, 9.960477
257;1040860;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-18;Moritzberg;1;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.787217;10.031144;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.787217, 10.031144
258;1040861;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-18;Moritzberg;1;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.787215;10.031159;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.787215, 10.031159
259;1047889;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-27;Am Moritzberg;1;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.787172;10.03101;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Plug & Charge";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.787172, 10.03101
260;1048305;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-12;Estenfelder Str.;37;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.797606;10.023267;;Keine Beschränkung;"RFID-Karte;Onlinezahlungsverfahren";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.797606, 10.023267
261;1085251;Daniel Hofmann;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-28;Riemenschneiderstraße;5;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.795727;10.023495;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.795727, 10.023495
262;1127042;SMATRICS GmbH & Co KG;;In Betrieb;Schnellladeeinrichtung;2.0;400.0;01-01-13;Am Reißbach;2;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.787485;10.032854;HEM Rottendorf (1);Keine Beschränkung;"Kreditkarte (NFC);RFID-Karte;Onlinezahlungsverfahren";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*SMA*EDE3583282*001DC;;DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*SMA*EDE3583282*002DC;;;;;;;;;;;;;;;;;;49.787485, 10.032854
263;1127043;SMATRICS GmbH & Co KG;;In Betrieb;Schnellladeeinrichtung;2.0;400.0;01-01-13;Am Reißbach;2;;97228;Rottendorf;Landkreis Würzburg;Bayern;49.787485;10.032854;HEM Rottendorf (2);Keine Beschränkung;"Kreditkarte (Lesegerät);RFID-Karte;Onlinezahlungsverfahren";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*SMA*EDE3583282*003DC;;DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*SMA*EDE3583282*004DC;;;;;;;;;;;;;;;;;;49.787485, 10.032854
264;1036668;Numbat GmbH;Numbat GmbH;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-22;Am Zehnthügel;2;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.832694;10.007018;Parkplatz Mitte;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;;;;;;;;;;;;;;;;;49.832694, 10.007018
265;1036669;Numbat GmbH;Numbat GmbH;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-22;Am Zehnthügel;2;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.832541;10.007146;Straße;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;;;;;;;;;;;;;;;;;49.832541, 10.007146
266;1040901;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-14;Am Zehnthügel;1;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.832468;10.006501;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.832468, 10.006501
267;1077283;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-23;Otto-Hahn-Str.;26;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.836727;10.012769;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;;;;;;;;;;;;;;;;;49.836727, 10.012769
268;1077284;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-23;Otto-Hahn-Str.;26;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.836727;10.012769;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;Kreditkarte (Lesegerät)";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;;;;;;;;;;;;;;;;;49.836727, 10.012769
269;1093181;Sportwagen Spindler GmbH & Co. KG;;In Betrieb;Schnellladeeinrichtung;2.0;320.0;;Porschestr.;2;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.840272;10.009571;;;"Bargeld;Onlinezahlungsverfahren;RFID-Karte;Plug & Charge";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);320;;DE911E*DE*000140*0000001*0000001;DC Fahrzeugkupplung Typ Combo 2 (CCS);320;;DE911E*DE*000140*0000002*0000001;;;;;;;;;;;;;;;;;49.840272, 10.009571
270;1115306;Auto-Schlereth;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-18;Würzburger Str.;24;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.83201;10.00705;Würzburger Straße 24;Nur für Kunden/Besucher;Bargeld;Eingeschränkt;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag";"08:00-16:30; 08:00-16:30; 08:00-16:30; 08:00-16:30; 08:00-16:30";"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"22; 22";;;;;;;;;;;;;;;;;;;;;;;49.83201, 10.00705
271;1128236;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Schnellladeeinrichtung;2.0;235.0;01-01-13;Am Zehnthügel;2;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.832806;10.007027;;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D0301070342000475FF39F72C639CB6AA583C3C2792DF82499A7B28B1DDBD027162975B08B3E9F12FD8D840914772CAF3FF881ECDCFF7780A8F8FA6550DBBC44CC8D453FED33C85;DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D0301070342000485142519856745877694725C413ADFE5AE7142AB6127E7B0C126ED8A5A275966575CC9FADA3C9DCC11CF857EAD56D2275C77D01D65C77DF1CB36D44F6B60ED43;;;;;;;;;;;;;;;;;49.832806, 10.007027
272;1128240;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Schnellladeeinrichtung;2.0;235.0;01-01-13;Am Zehnthügel;2;;97230;Estenfeld;Landkreis Würzburg;Bayern;49.832806;10.007027;2144;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D03010703420004D2DAB6BC1DE7E30CB49B6DD966374F7633F0DD6CF8AC4BC395A5F8CB5A245C35F2678E02FE9AA5993FE7DF11BAA17FAF93B5D62EA03D3EABF222442B3F36E44F;DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D030107034200040D72E4C58778CFCB652C9A482C3DAE581F4CEFDE108C67D17351586ECA50F1F1EC83DD48375598F5410063A9233940991EB49744A567182DADEFFF6B11A667AD;;;;;;;;;;;;;;;;;49.832806, 10.007027
273;1006606;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-16;Friedenstr.;37;;97232;Giebelstadt;Landkreis Würzburg;Bayern;49.656584;9.947362;Standort: Giebelstadt - Friedenstraße;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;DE*LVP*E21317*001;;AC Typ 2 Steckdose;22;DE*LVP*E21317*002;;;;;;;;;;;;;;;;;;49.656584, 9.947362
274;1006607;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-16;Friedenstraße;37;;97232;Giebelstadt;Landkreis Würzburg;Bayern;49.656584;9.947362;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.656584, 9.947362
275;1126428;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-16;Friedenstr.;37;;97232;Giebelstadt;Landkreis Würzburg;Bayern;49.656584;9.947362;Standort: Giebelstadt - Friedenstraße;Keine Beschränkung;"RFID-Karte;Onlinezahlungsverfahren";Keine Angabe;;;AC Typ 2 Steckdose;22;DE*LVP*E21321*001;;AC Typ 2 Steckdose;22;DE*LVP*E21321*001;;;;;;;;;;;;;;;;;;49.656584, 9.947362
276;1126429;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-16;Friedenstr.;37;;97232;Giebelstadt;Landkreis Würzburg;Bayern;49.656584;9.947362;Standort: Giebelstadt - Friedenstraße;Keine Beschränkung;"RFID-Karte;Onlinezahlungsverfahren";Keine Angabe;;;AC Typ 2 Steckdose;22;DE*LVP*E21327*001;;AC Typ 2 Steckdose;22;DE*LVP*E21327*002;;;;;;;;;;;;;;;;;;49.656584, 9.947362
277;1061569;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-10;Georg-Heinrich-Appl-Str.;20;;97234;Reichenberg;Landkreis Würzburg;Bayern;49.688247;9.945176;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.688247, 9.945176
278;1061571;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-10;Georg-Heinrich-Appl-Str.;20;;97234;Reichenberg;Landkreis Würzburg;Bayern;49.688247;9.945176;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.688247, 9.945176
279;1061572;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-10;Georg-Heinrich-Appl-Str.;20;;97234;Reichenberg;Landkreis Würzburg;Bayern;49.688247;9.945176;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.688247, 9.945176
280;1061573;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-10;Georg-Heinrich-Appl-Str.;20;;97234;Reichenberg;Landkreis Würzburg;Bayern;49.688247;9.945176;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.688247, 9.945176
281;1086064;Horst Kohmann;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-21;Birkenweg;7;;97234;Reichenberg;Landkreis Würzburg;Bayern;49.703994;9.908538;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.703994, 9.908538
282;1037563;Citywatt GmbH;Citywatt GmbH;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-30;Würzburger Str.;6;;97236;Randersacker;Landkreis Würzburg;Bayern;49.758733;9.98065;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;AK4T EI6X 72FP O2UH LTHQ L6CH OSIA HFJ3 GNLU TVFW;AC Typ 2 Steckdose;22;;AL6L NR63 XSIF 5SPJ XDFO 2RA6 OBEE U4H5 LOEV 46WO;;;;;;;;;;;;;;;;;49.758733, 9.98065
283;1037564;Citywatt GmbH;Citywatt GmbH;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-03;Würzburger Str.;6;;97236;Randersacker;Landkreis Würzburg;Bayern;49.758702;9.98072;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;AMGQ ACMK B7WT ISAU 7N35 LN5T VDZO 6MDU XDFU KH7Z;AC Typ 2 Steckdose;22;;ANPX AOVL MZIE MLUT WQLX WFZG WJUK UENM 23CK A7NL;;;;;;;;;;;;;;;;;49.758702, 9.98072
284;1066805;Dieter Körner e.K.;EDEKA Körner;In Betrieb;Schnellladeeinrichtung;2.0;72.0;01-01-16;Am Sonnenstuhl;8-10;;97236;Randersacker;Landkreis Würzburg;Bayern;49.752739;9.987884;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;;;;;;;;;;;;;;;;;;;49.752739, 9.987884
285;1089884;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-05;Am Roßmarkt;-;;97239;Aub;Landkreis Würzburg;Bayern;49.5505;10.06651;Aub - Am Rossmarkt;Keine Beschränkung;"Debitkarte (Lesegerät);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E22066*001;3059301306072A8648CE3D020106082A8648CE3D03010703420004DF1F5831D1A3ECB89A912C4A860DFB12FBC9BA87F54A1E5E5AF52057C92A3443E3257C952B1AC30B6A71FF0B3821DE2493D91F21D6DE441E5C269A4C43F22B42;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E22066*002;3059301306072A8648CE3D020106082A8648CE3D0301070342000414C00000CFD565B70045228C631EBD6DC4CCF24DC70FB4E705D62D7DEEDB1F57CF53138B833F4E035E0E89F75378C897C9C47A3FBDF282B02A8C8926D53D4D78;;;;;;;;;;;;;;;;;49.5505, 10.06651
286;1089885;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-05;Am Roßmarkt;-;;97239;Aub;Landkreis Würzburg;Bayern;49.5505;10.06651;Aub - Am Rossmarkt;Keine Beschränkung;"Debitkarte (Lesegerät);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21776*001;3059301306072A8648CE3D020106082A8648CE3D03010703420004B439564A3B62209709DF21C87D9D35B3B4CDAC071576675901EB4E832B843861FDCF59EDCBA73A94BFB949AA876FA36E56CCEAA8247EE368B4E1302D00FEE155;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21776*002;3059301306072A8648CE3D020106082A8648CE3D0301070342000499A6608389B5D2ED61FD159ECEBA206E1EAE74C83D30BC834DFBF21647FFBFC0D339BC30B45BEAA433B7295A109F9A564CDE224AB9EC6A0E1FFA6E7D087122DC;;;;;;;;;;;;;;;;;49.5505, 10.06651
287;1012304;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-23;Am Wirtsgarten;0;;97241;Oberpleichfeld;Landkreis Würzburg;Bayern;49.87668;10.08528;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.87668, 10.08528
288;1040779;ÜZ Mainfranken eG;ÜZ Mainfranken eG;In Betrieb;Normalladeeinrichtung;2.0;30.0;01-01-29;Oberpfleichfelderstraße;10;;97241;Bergtheim;Landkreis Würzburg;Bayern;49.89453;10.07003;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.89453, 10.07003
289;1006131;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-11;Hauptstraße;14;;97246;Eibelstadt;Landkreis Würzburg;Bayern;49.723782;10.000977;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.723782, 10.000977
290;1040933;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-07;Am Thomasboden;0;;97246;Eibelstadt;Landkreis Würzburg;Bayern;49.736083;9.989747;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.736083, 9.989747
291;1066720;Yachthafen Lewandowski GmbH & Co. KG;Yachthafen Lewandowski;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-24;Mühle;2;;97246;Eibelstadt;Landkreis Würzburg;Bayern;49.72512;9.993568;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.72512, 9.993568
292;1127515;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-27;Ochsenfurter Str.;4;;97246;Eibelstadt;Landkreis Würzburg;Bayern;49.722327;10.003678;;Keine Beschränkung;"RFID-Karte;Onlinezahlungsverfahren;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.722327, 10.003678
293;1127856;Suntec Energiesysteme GmbH;;In Betrieb;Schnellladeeinrichtung;1.0;400.0;01-01-10;Am Thomasboden;8;;97246;Eibelstadt;Landkreis Würzburg;Bayern;49.736833;9.989643;Suntec Headquarter;Keine Beschränkung;"Kreditkarte (Lesegerät);RFID-Karte;Kreditkarte (NFC);Debitkarte (NFC)";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);400;;133A  9B25 C0BA B5F9 83D8 5E0C 8C93 B8E9 D005 6DFF 49AA FFFC CDB6 9585 E83F 8 FD7  EB95 F0CE 2ACE 2C70 FD02 B260 6FDD B257 2E22 B9A6 DA39 813E BC28 DA85 13DE 509C;;;;;;;;;;;;;;;;;;;;;49.736833, 9.989643
294;1006080;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-20;Grabenstraße;0;;97247;Eisenheim;Landkreis Würzburg;Bayern;49.882197;10.157132;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.882197, 10.157132
295;1006555;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-03;Hertleinsbergweg;2;;97247;Eisenheim;Landkreis Würzburg;Bayern;49.89106;10.1773;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.89106, 10.1773
296;1087616;Rudolf Gamble;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-09;Stöckachstraße;37;;97249;Eisingen;Landkreis Würzburg;Bayern;49.757938;9.834951;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;;;;;49.757938, 9.834951
297;1116974;Andreas Miller;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-29;Merowingerstr.;55;;97249;Eisingen;Landkreis Würzburg;Bayern;49.762624;9.82366;mWallbox55;Nur für Kunden/Besucher;"Bargeld;Onlinezahlungsverfahren";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);11;;;;;;;;;;;;;;;;;;;;;;;49.762624, 9.82366
298;1125797;ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;ALDI SÜD;In Betrieb;Schnellladeeinrichtung;2.0;50.0;01-01-09;Landwehrstr.;19;;97249;Eisingen;Landkreis Würzburg;Bayern;49.76124;9.845999;HEL-039;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);RFID-Karte";Eingeschränkt;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"06:00-22:00; 06:00-22:00; 06:00-22:00; 06:00-22:00; 06:00-22:00; 06:00-22:00; 06:00-22:00";DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*ALD*E23332;3056301006072A8648CE3D020106052B8104000A03420004D2C5E2B08430989FE572057210FBE2E140E7A042119473A84220A95AB6B3C86D74322B1ED360B5FDF07F57A86D9D2CBF320B2D09421A977BD2D92E052BE699FF;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*ALD*E23333;3056301006072A8648CE3D020106052B8104000A03420004A036AB27FB7062AD8217F4C9B298CB5E05C883719D730DD1960E231B22541F0B5F5FA41D0FFB802658A5699EA75001CAF3782E35747C4A07E69793B8730E7086;;;;;;;;;;;;;;;;;49.76124, 9.845999
299;1042724;Energielösung GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-24;Graf-Rieneck-Str.;14;;97250;Erlabrunn;Landkreis Würzburg;Bayern;49.85753;9.84536;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.85753, 9.84536
300;1042725;Energielösung GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-24;Würzburger Straße;63;;97250;Erlabrunn;Landkreis Würzburg;Bayern;49.85614;9.84848;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.85614, 9.84848
301;1085889;Hannes Bock;;In Betrieb;Normalladeeinrichtung;1.0;11.0;01-01-30;Am Berg;2;;97252;Frickenhausen am Main;Landkreis Würzburg;Bayern;49.672333;10.090564;;;Kostenlos;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.672333, 10.090564
